,loc_inicio,loc_fim,multip_g,numero_passos,variacao_altura
1495,"[15, 5]","[27, 1]",2.9,,
1496,"[5, 28]","[6, 28]",2.9,1.0,3.0
1497,"[6, 5]","[25, 18]",2.9,,
1498,"[24, 14]","[19, 29]",2.9,,
1499,"[22, 18]","[27, 20]",2.9,15.0,4.0
1500,"[6, 10]","[8, 1]",3.0,,
1501,"[19, 15]","[8, 12]",3.0,21.0,-8.0
1502,"[9, 10]","[10, 4]",3.0,,
1503,"[24, 18]","[24, 11]",3.0,,
1504,"[28, 1]","[21, 20]",3.0,,
1505,"[3, 19]","[2, 25]",3.0,77.0,-18.0
1506,"[10, 24]","[3, 25]",3.0,182.0,0.0
1507,"[16, 13]","[15, 27]",3.0,,
1508,"[8, 1]","[1, 19]",3.0,,
1509,"[9, 28]","[20, 29]",3.0,148.0,-12.0
1510,"[15, 22]","[4, 11]",3.0,,
1511,"[11, 21]","[26, 10]",3.0,,
1512,"[15, 0]","[10, 29]",3.0,75.0,-14.0
1513,"[23, 9]","[26, 6]",3.0,,
1514,"[24, 9]","[23, 5]",3.0,,
1515,"[27, 2]","[15, 16]",3.0,93.0,-16.0
1516,"[9, 18]","[13, 27]",3.0,,
1517,"[20, 26]","[1, 17]",3.0,,
1518,"[29, 29]","[23, 12]",3.0,,
1519,"[1, 9]","[11, 21]",3.0,94.0,11.0
1520,"[2, 20]","[15, 3]",3.0,39.0,-6.0
1521,"[10, 8]","[18, 0]",3.0,72.0,-4.0
1522,"[27, 0]","[17, 19]",3.0,57.0,11.0
1523,"[22, 29]","[2, 15]",3.0,223.0,-4.0
1524,"[0, 10]","[10, 2]",3.0,,
1525,"[1, 23]","[12, 25]",3.0,135.0,11.0
1526,"[27, 14]","[12, 25]",3.0,,
1527,"[22, 14]","[8, 27]",3.0,57.0,10.0
1528,"[24, 28]","[6, 7]",3.0,,
1529,"[18, 10]","[21, 1]",3.0,,
1530,"[7, 28]","[22, 22]",3.0,159.0,10.0
1531,"[4, 1]","[12, 23]",3.0,,
1532,"[29, 9]","[20, 11]",3.0,,
1533,"[5, 18]","[14, 12]",3.0,,
1534,"[28, 28]","[10, 15]",3.0,,
1535,"[19, 4]","[2, 3]",3.0,143.0,-3.0
1536,"[14, 5]","[6, 26]",3.0,45.0,13.0
1537,"[17, 21]","[6, 6]",3.0,,
1538,"[15, 2]","[14, 15]",3.0,193.0,-9.0
1539,"[28, 13]","[16, 5]",3.0,,
1540,"[28, 13]","[10, 7]",3.0,39.0,-13.0
1541,"[26, 6]","[5, 0]",3.0,,
1542,"[18, 24]","[26, 1]",3.0,,
1543,"[17, 3]","[1, 17]",3.0,,
1544,"[21, 9]","[22, 16]",3.0,,
1545,"[15, 5]","[27, 1]",3.0,,
1546,"[5, 28]","[6, 28]",3.0,1.0,3.0
1547,"[6, 5]","[25, 18]",3.0,,
1548,"[24, 14]","[19, 29]",3.0,,
1549,"[22, 18]","[27, 20]",3.0,15.0,4.0
